Concepto;Sub concepto;Año_Recaudo;Mes; Monto 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2018;Agosto; 7,857,194.0 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2018;Agosto; 516,931,499.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2018;Agosto; 104,780,023.4 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2018;Agosto; 792,889,418.3 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2018;Agosto; 19,850,354.1 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2018;Agosto; 52,191,850.5 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2018;Agosto; 549,355,554.7 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2018;Agosto; 55,564,634.8 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2018;Agosto; 86,534,983.6 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2018;Agosto; 143,807,454.2 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2018;Agosto; 592,912,586.9 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2018;Agosto; 126,833,143.5 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2018;Agosto; 178,882,566.7 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2018;Agosto; 39,106,737.7 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2018;Agosto; 171,486.5 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2018;Agosto; 101,423,028.9 
Impuestos Sobre La Propiedad ;Constitución de Cias;2018;Agosto; 24,974,994.9 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2018;Agosto; 769,323,000.0 
Impuestos Sobre La Propiedad ;Actos Traslativos;2018;Agosto; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2018;Agosto; 147,791,609.8 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2018;Agosto; 8,857,034,660.0 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2018;Agosto; 519,695,207.2 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2018;Agosto; 1,343,721,629.4 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2018;Agosto; 28,972,797.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2018;Agosto; 2,127,451,617.2 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2018;Agosto; 3,682,049,348.1 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2018;Agosto; 608,911,894.6 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2018;Agosto; 511,221,871.7 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2018;Agosto; 1,560,331.6 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2018;Agosto; 758,577,147.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2018;Agosto; 39,023,677.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2018;Agosto; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2018;Agosto; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2018;Agosto; 109,661,282.2 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2018;Agosto; 25,334.9 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2018;Agosto; 86,688,975.1 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2018;Agosto; 693,972,760.7 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2018;Agosto; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2018;Agosto; 152,544.0 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2018;Agosto; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2018;Agosto; 57,022,830.6 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2018;Agosto; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2018;Agosto; 331,313,662.0 
Ingresos Por Contraprestación  ;Derechos Administrativos;2018;Agosto; 6,480,689.2 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2018;Agosto; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2018;Agosto; 166,254,099.4 
Otros  Ingresos ;Multas y Sanciones;2018;Agosto; 13,691,022.8 
Otros  Ingresos ;Ingresos Diversos;2018;Agosto; 8,702,385.8 
Otros  Ingresos ;Contribución GLP;2018;Agosto; 827,821,881.6 
Otros  Ingresos ;Otros;2018;Agosto; 7,479,736.4 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de las Personas Físicas Ley 11-92;2018;Septiembre; 275,815,445.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de los Salarios Ley 11-92;2018;Septiembre; 2,753,645,499.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Prestación Serv. Grales.;2018;Septiembre; 354,225,404.5 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención sobre Premios;2018;Septiembre; 33,655,763.5 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Alquileres y Arrendamientos;2018;Septiembre; 101,606,382.9 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Retribuciones Complementarias;2018;Septiembre; 92,660,820.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Intereses Personas Físicas;2018;Septiembre; 295,969,563.6 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Renta de las Empresas Ley 11-92;2018;Septiembre; 5,004,892,152.7 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Mínimo Anual Minero;2018;Septiembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Utilidades Mineras (PUN);2018;Septiembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Ley 139-11;2018;Septiembre; 48,173,845.9 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Comerciales;2018;Septiembre; 63,332,952.7 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Casinos de Juego;2018;Septiembre; 19,171,545.5 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto por Juegos Telefónicos;2018;Septiembre; 752,426.1 
Impuestos De Las Empresas Y Otras Corporaciones ;Hipodromos;2018;Septiembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Retención de 1%S/ Ganancias de Capital (Ley 139-11);2018;Septiembre; 6,954,040.1 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2018;Septiembre; 8,379,001.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2018;Septiembre; 416,346,421.7 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2018;Septiembre; 62,114,526.4 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2018;Septiembre; 979,615,646.8 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2018;Septiembre; 18,250,093.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2018;Septiembre; 52,769,787.5 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2018;Septiembre; 500,230,319.7 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2018;Septiembre; 62,436,324.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2018;Septiembre; 89,121,013.2 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2018;Septiembre; 156,965,067.8 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2018;Septiembre; 535,476,678.1 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2018;Septiembre; 156,484,186.1 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2018;Septiembre; 706,968,659.5 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2018;Septiembre; 39,120,268.5 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2018;Septiembre; 189,095.6 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2018;Septiembre; 87,989,871.9 
Impuestos Sobre La Propiedad ;Constitución de Cias;2018;Septiembre; 63,104,877.1 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2018;Septiembre; 601,711,551.0 
Impuestos Sobre La Propiedad ;Actos Traslativos;2018;Septiembre; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2018;Septiembre; 190,356,167.3 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2018;Septiembre; 8,857,027,218.3 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2018;Septiembre; 507,844,506.0 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2018;Septiembre; 1,350,208,959.2 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2018;Septiembre; 30,794,430.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2018;Septiembre; 1,655,905,666.8 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2018;Septiembre; 2,725,644,360.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2018;Septiembre; 679,490,129.2 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2018;Septiembre; 503,699,849.9 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2018;Septiembre; 3,840,005.1 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2018;Septiembre; 604,715,689.5 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2018;Septiembre; 30,035,603.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2018;Septiembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2018;Septiembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2018;Septiembre; 105,001,270.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2018;Septiembre; 26,868.2 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2018;Septiembre; 149,800,477.2 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2018;Septiembre; 573,112,034.0 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2018;Septiembre; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2018;Septiembre; 515,523.0 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2018;Septiembre; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2018;Septiembre; 46,012,453.1 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2018;Septiembre; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2018;Septiembre; 245,830,299.8 
Ingresos Por Contraprestación  ;Derechos Administrativos;2018;Septiembre; 6,024,561.6 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2018;Septiembre; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2018;Septiembre; 182,242,795.4 
Otros  Ingresos ;Multas y Sanciones;2018;Septiembre; 9,238,125.8 
Otros  Ingresos ;Ingresos Diversos;2018;Septiembre; 1,640,861.5 
Otros  Ingresos ;Contribución GLP;2018;Septiembre; 469,554,539.0 
Otros  Ingresos ;Otros;2018;Septiembre; 881,822.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de las Personas Físicas Ley 11-92;2018;Octubre; 220,029,070.6 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de los Salarios Ley 11-92;2018;Octubre; 2,689,738,439.1 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Prestación Serv. Grales.;2018;Octubre; 359,087,935.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención sobre Premios;2018;Octubre; 27,305,130.1 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Alquileres y Arrendamientos;2018;Octubre; 57,742,410.5 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Retribuciones Complementarias;2018;Octubre; 97,592,515.1 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Intereses Personas Físicas;2018;Octubre; 235,543,783.5 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Renta de las Empresas Ley 11-92;2018;Octubre; 6,055,626,230.5 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Mínimo Anual Minero;2018;Octubre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Utilidades Mineras (PUN);2018;Octubre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Ley 139-11;2018;Octubre; 37,845,599.3 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Comerciales;2018;Octubre; 48,257,614.0 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Casinos de Juego;2018;Octubre; 18,895,291.2 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto por Juegos Telefónicos;2018;Octubre; 1,920,125.3 
Impuestos De Las Empresas Y Otras Corporaciones ;Hipodromos;2018;Octubre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Retención de 1%S/ Ganancias de Capital (Ley 139-11);2018;Octubre; 35,135,633.1 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2018;Octubre; 8,949,207.5 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2018;Octubre; 697,651,193.4 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2018;Octubre; 208,752,708.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2018;Octubre; 745,577,162.6 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2018;Octubre; 18,731,737.7 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2018;Octubre; 52,874,825.8 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2018;Octubre; 541,363,564.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2018;Octubre; 57,693,079.4 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2018;Octubre; 79,734,190.4 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2018;Octubre; 204,705,160.7 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2018;Octubre; 558,348,413.6 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2018;Octubre; 1,538,051,575.5 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2018;Octubre; 95,049,166.7 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2018;Octubre; 50,010,171.5 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2018;Octubre; 215,757.0 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2018;Octubre; 109,990,376.0 
Impuestos Sobre La Propiedad ;Constitución de Cias;2018;Octubre; 68,969,633.2 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2018;Octubre; 630,896,117.5 
Impuestos Sobre La Propiedad ;Actos Traslativos;2018;Octubre; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2018;Octubre; 159,814,918.4 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2018;Octubre; 7,996,449,066.9 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2018;Octubre; 409,926,683.8 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2018;Octubre; 1,075,164,933.2 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2018;Octubre; 30,310,248.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2018;Octubre; 1,697,241,404.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2018;Octubre; 2,887,187,846.9 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2018;Octubre; 585,815,496.3 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2018;Octubre; 442,682,110.0 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2018;Octubre; 792,339.4 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2018;Octubre; 904,253,615.3 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2018;Octubre; 188,405,994.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2018;Octubre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2018;Octubre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2018;Octubre; 108,574,563.3 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2018;Octubre; 202.1 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2018;Octubre; 115,013,345.0 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2018;Octubre; 441,249,492.8 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2018;Octubre; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2018;Octubre; 594,433.0 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Accesorios de Impuestos Sobre el Comercio Exterior;2018;Octubre; -   
Impuestos Ecológicos ;Impuesto Emisiones CO2;2018;Octubre; 63,959,094.8 
Ingresos Por Contraprestación  ;Ventas de Bienes y Servicios;2018;Octubre; -   
Ingresos Por Contraprestación  ;Tasas Tarjetas de Turismo;2018;Octubre; 236,455,470.0 
Ingresos Por Contraprestación  ;Derechos Administrativos;2018;Octubre; 7,168,912.6 
Ingresos Por Contraprestación  ;Accesorios de Derechos Administrativos;2018;Octubre; -   
Otros  Ingresos ;Regalía Neta de Fundición Minera (RNF);2018;Octubre; 201,466,001.8 
Otros  Ingresos ;Multas y Sanciones;2018;Octubre; 97,119,869.0 
Otros  Ingresos ;Ingresos Diversos;2018;Octubre; 4,068,878.0 
Otros  Ingresos ;Contribución GLP;2018;Octubre; 629,574,666.3 
Otros  Ingresos ;Otros;2018;Octubre; 1,100,511.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de las Personas Físicas Ley 11-92;2018;Noviembre; 112,655,940.3 
Impuestos Sobre La Renta De Las Personas Físicas  ;Impuesto S/Renta de los Salarios Ley 11-92;2018;Noviembre; 3,089,641,869.9 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Prestación Serv. Grales.;2018;Noviembre; 379,286,839.6 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención sobre Premios;2018;Noviembre; 60,993,518.0 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Alquileres y Arrendamientos;2018;Noviembre; 71,687,451.1 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Retribuciones Complementarias;2018;Noviembre; 96,720,860.0 
Impuestos Sobre La Renta De Las Personas Físicas  ;Retención Intereses Personas Físicas;2018;Noviembre; 252,530,424.8 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Renta de las Empresas Ley 11-92;2018;Noviembre; 5,207,807,800.5 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Mínimo Anual Minero;2018;Noviembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto S/Utilidades Mineras (PUN);2018;Noviembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Ley 139-11;2018;Noviembre; 42,185,026.2 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Sobre Ventas Zonas Francas Comerciales;2018;Noviembre; 52,233,376.7 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto Casinos de Juego;2018;Noviembre; 18,187,731.7 
Impuestos De Las Empresas Y Otras Corporaciones ;Impuesto por Juegos Telefónicos;2018;Noviembre; 1,376,568.1 
Impuestos De Las Empresas Y Otras Corporaciones ;Hipodromos;2018;Noviembre; -   
Impuestos De Las Empresas Y Otras Corporaciones ;Retención de 1%S/ Ganancias de Capital (Ley 139-11);2018;Noviembre; 50,409,871.6 
Impuestos De Las Empresas Y Otras Corporaciones ;Retención Intereses Personas Jurídicas;2018;Noviembre; 13,286,023.6 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Dividendos;2018;Noviembre; 599,982,680.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Intereses Pagados o Acreditados en el Exterior;2018;Noviembre; 113,541,166.9 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Pagos al Exterior en General;2018;Noviembre; 940,470,161.3 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Imp S/Ventas de Bancas (Lotería y Deportivas);2018;Noviembre; 18,736,161.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Impuesto sobre Maq Tragamonedas;2018;Noviembre; 52,014,805.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Provisión de Bs. y Ss. Al Estado;2018;Noviembre; 538,901,866.4 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otras Retenciones;2018;Noviembre; 64,691,481.2 
Impuestos S/ Los Ingresos Aplicados Sin Distinción De Persona ;Otros;2018;Noviembre; 80,454,605.1 
Accesorios Sobre Los Impuestos A Los Ingresos ;Accesorios Sobre los Impuestos a los Ingresos;2018;Noviembre; 174,264,657.8 
Impuestos Sobre La Propiedad ;Operaciones Inmobiliarias;2018;Noviembre; 481,573,778.8 
Impuestos Sobre La Propiedad ;Impuestos sobre los Activos (Empresas);2018;Noviembre; 133,744,055.5 
Impuestos Sobre La Propiedad ;Imp. S/Prop. Inmobiliaria (Persona Física);2018;Noviembre; 57,027,211.5 
Impuestos Sobre La Propiedad ;Impuesto Sobre Sucesiones y Donaciones;2018;Noviembre; 43,934,660.5 
Impuestos Sobre La Propiedad ;Impuesto Sobre los Activos Financieros(Ley139-11);2018;Noviembre; 252,514.4 
Impuestos Sobre La Propiedad ;Imp. Sobre Traspaso Vehículos de Motor;2018;Noviembre; 103,024,310.8 
Impuestos Sobre La Propiedad ;Constitución de Cias;2018;Noviembre; 32,565,004.2 
Impuestos Sobre La Propiedad ;Impuestos S/Cheques y Transf. Bancarias;2018;Noviembre; 783,105,286.6 
Impuestos Sobre La Propiedad ;Actos Traslativos;2018;Noviembre; -   
Impuestos Sobre La Propiedad ;Accesorios sobre la Propiedad;2018;Noviembre; 132,946,306.1 
Impuestos Sobre Los Bienes Y Servicios ;ITBIS;2018;Noviembre; 8,380,803,586.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuestos SelectivosProd derivados del Alcohol;2018;Noviembre; 420,003,337.4 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo a las cervezas;2018;Noviembre; 1,246,504,596.9 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto Selectivo al Tabaco;2018;Noviembre; 62,444,849.1 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos 16% Ad-Valorem;2018;Noviembre; 1,980,247,463.1 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Hidrocarburos Específico;2018;Noviembre; 3,293,225,839.5 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/Ss. De Telecomunicaciones;2018;Noviembre; 590,691,765.4 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Impuesto S/ los Seguros;2018;Noviembre; 541,476,691.8 
Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;Otros;2018;Noviembre; 2,548,616.3 
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp. Inscripción Vehículos (Primera Placa);2018;Noviembre; 871,732,931.5 
Impuestos Sobre El Uso De Bienes Y Licencias ;Derecho de Circulación Vehículos de Motor;2018;Noviembre; 339,461,379.0 
Impuestos Sobre El Uso De Bienes Y Licencias ;Impuesto Sobre Tramitación de Documentos;2018;Noviembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Licencias para portar Armas de Fuego;2018;Noviembre; -   
Impuestos Sobre El Uso De Bienes Y Licencias ;Imp Específico Bancas (Lotería y Deportivas);2018;Noviembre; 102,299,566.6 
Impuestos Sobre El Uso De Bienes Y Licencias ;Otros;2018;Noviembre; 3,891.3 
Accesorios Sobre Impuestos Internos A Mercancías Y Servicios  ;Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2018;Noviembre; 93,074,915.8 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Salida de Pasajeros al Exterior por Aeropuertos;2018;Noviembre; 488,987,801.8 
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Derechos Consulares ;2018;Noviembre; -   
Impuestos S/El Comercio Y Las Transacciones Comercio Exterior  ;Otros;2018;Noviembre; 152,778.0 
